Region,Country,City
France,Auvergne-Rhône-Alpes,Saint-Étienne
France,Auvergne-Rhône-Alpes,Samoëns
France,Auvergne-Rhône-Alpes,Le Grand Massif
France,Auvergne-Rhône-Alpes,Mont Blanc
France,Auvergne-Rhône-Alpes,Portes du Soleil
France,Auvergne-Rhône-Alpes,Puy-de-Dôme
France,Auvergne-Rhône-Alpes,Vanoise
France,Auvergne-Rhône-Alpes,Vercors
France,Bourgogne-Franche-Comté,Dijon
France,Bourgogne-Franche-Comté,Auxerre
France,Bourgogne-Franche-Comté,Beaune
France,Bourgogne-Franche-Comté,Besançon
France,Bourgogne-Franche-Comté,Dole
France,Bourgogne-Franche-Comté,Mâcon
France,Bourgogne-Franche-Comté,Sens
France,Bourgogne-Franche-Comté,Aiserey
France,Bourgogne-Franche-Comté,Autun
France,Bourgogne-Franche-Comté,Avallon
France,Bourgogne-Franche-Comté,Chablis
France,Bourgogne-Franche-Comté,Châtillon-sur-Seine
France,Bourgogne-Franche-Comté,Époisses
France,Bourgogne-Franche-Comté,Migennes
France,Bourgogne-Franche-Comté,Nans-sous-Sainte-Anne
France,Bourgogne-Franche-Comté,Nevers
France,Bourgogne-Franche-Comté,Paray-le-Monial
France,Bourgogne-Franche-Comté,Saint-Claude
France,Bourgogne-Franche-Comté,Saulieu
France,Bourgogne-Franche-Comté,Semur-en-Auxois
France,Bourgogne-Franche-Comté,Vannaire
France,Bourgogne-Franche-Comté,Vesoul
France,Bourgogne-Franche-Comté,Vézelay
France,Bourgogne-Franche-Comté,Forêts National Park
France,Bourgogne-Franche-Comté,Morvan Regional Natural Park
France,Bourgogne-Franche-Comté,Taizé Community
France,Brittany,Rennes
France,Brittany,Dinan
France,Brittany,Dinard
France,Brittany,Lamballe
France,Brittany,Montfort-sur-Meu
France,Brittany,Saint-Malo
France,Brittany,Saint-Brieuc
France,Brittany,Vitré
France,Brittany,Nantes
France,Brittany,Brest
France,Brittany,Carnac
France,Brittany,Douarnenez
France,Brittany,Lorient
France,Brittany,Pontivy
France,Brittany,Quiberon
France,Brittany,Quimper
France,Brittany,Roscoff
France,Brittany,Vannes
France,Brittany,Lac de Guerlédan
France,Brittany,Côte d’Émeraude
France,Brittany,Monts d'Arrée
France,Brittany,Trégor
France,Brittany,Lannion
France,Brittany,Pleumeur-Bodou
France,Brittany,Bédée
France,Brittany,Breteil
France,Brittany,Iffendic
France,Brittany,La Nouaye
France,Brittany,Saint-Gonlay
France,Brittany,Talensac
France,Brittany,Batz
France,Brittany,Belle Île
France,Brittany,Bréhat
France,Brittany,Groix
France,Brittany,Hoëdic 
France,Brittany,Houat
France,Brittany,Ile-aux-Moines
France,Brittany,Les Sept Îles
France,Brittany,Molène
France,Brittany,Ushant
France,Centre-Val de Loire,Langeais
France,Centre-Val de Loire,Parc Régional du Perche
France,Corsica,Ajaccio
France,Corsica,Bastia
France,Corsica,Bonifacio
France,Corsica,Sartène
France,Corsica,Propriano
France,Corsica,Calvi
France,Corsica,Cargèse
France,Corsica,Corte
France,Corsica,Nonza
France,Corsica,Saint-Florent
France,Corsica,L'Île-Rousse
France,Corsica,Aléria
France,Corsica,Porto-Vecchio
France,Grand Est,Strasbourg
France,Grand Est,Colmar
France,Grand Est,Metz
France,Grand Est,Mulhouse
France,Grand Est,Nancy
France,Grand Est,Reims
France,Grand Est,Troyes
France,Grand Est,Eguisheim
France,Grand Est,Épernay
France,Grand Est,Épinal
France,Grand Est,Husseren-les-Châteaux
France,Grand Est,Kaysersberg
France,Grand Est,Neuf-Brisach
France,Grand Est,Ribeauvillé
France,Grand Est,Riquewihr
France,Grand Est,Sélestat
France,Grand Est,Saint-Dié-des-Vosges
France,Grand Est,Sainte-Marie-aux-Mines
France,Grand Est,Saint-Louis
France,Grand Est,Verdun
France,Grand Est,Vittel
France,Grand Est,Champagne
France,Hauts-de-France,Lille
France,Hauts-de-France,Abbeville
France,Hauts-de-France,Amiens
France,Hauts-de-France,Arras
France,Hauts-de-France,Beauvais
France,Hauts-de-France,Boulogne-sur-Mer
France,Hauts-de-France,Calais
France,Hauts-de-France,Laon
France,Hauts-de-France,Albert
France,Hauts-de-France,Bavay
France,Hauts-de-France,Belle Église
France,Hauts-de-France,Chantilly
France,Hauts-de-France,Douai
France,Hauts-de-France,Dunkirk
France,Hauts-de-France,Le Touquet
France,Hauts-de-France,Lens
France,Hauts-de-France,Montreuil
France,Hauts-de-France,Neufchâtel-Hardelot
France,Hauts-de-France,
France,Hauts-de-France,
France,Île-de-France,Paris
France,Île-de-France,Fontainebleau
France,Île-de-France,Marne-la-Vallée
France,Île-de-France,Meaux
France,Île-de-France,Provins
France,Île-de-France,Maisons-Laffitte
France,Île-de-France,Montfort l'Amaury
France,Île-de-France,Saint-Quentin-en-Yvelines
France,Île-de-France,Rambouillet
France,Île-de-France,Saint-Germain-en-Laye
France,Île-de-France,Versailles
France,Île-de-France,Boulogne-Billancourt
France,Île-de-France,Levallois-Perret
France,Île-de-France,Rueil-Malmaison
France,Île-de-France,Saint-Cloud
France,Île-de-France,Sceaux
France,Île-de-France,Bobigny
France,Île-de-France,Le Bourget
France,Île-de-France,Saint-Denis
France,Île-de-France,Nogent-sur-Marne
France,Île-de-France,Vitry-sur-Seine
France,Île-de-France,Auvers-sur-Oise
France,Île-de-France,Eragny
France,Île-de-France,Roissy
France,Normandy,Rouen
France,Normandy,Bayeux
France,Normandy,Caen
France,Normandy,Cherbourg
France,Normandy,Dieppe
France,Normandy,Honfleur
France,Normandy,Le Havre
France,Normandy,D-Day beaches
France,Normandy,Giverny
France,Normandy,Mont Saint-Michel
France,Nouvelle-Aquitaine,Bordeaux
France,Nouvelle-Aquitaine,Angoulême
France,Nouvelle-Aquitaine,Bayonne
France,Nouvelle-Aquitaine,Biarritz
France,Nouvelle-Aquitaine,La Rochelle
France,Nouvelle-Aquitaine,Limoges
France,Nouvelle-Aquitaine,Poitiers
France,Nouvelle-Aquitaine,Périgueux
France,Nouvelle-Aquitaine,Royan
France,Occitanie,Toulouse
France,Occitanie,Albi
France,Occitanie,Béziers
France,Occitanie,Carcassonne
France,Occitanie,Montpellier
France,Occitanie,Narbonne
France,Occitanie,Nîmes
France,Occitanie,Perpignan
France,Occitanie,Cévennes
France,Occitanie,Cévennes National Park
France,Occitanie,Pyrénées National Park
France,Pays de la Loire,Nantes
France,Pays de la Loire,Angers
France,Pays de la Loire,Clisson
France,Pays de la Loire,Durtal
France,Pays de la Loire,Guerande
France,Pays de la Loire,La Baule
France,Pays de la Loire,Le Mans
